advertiserurl,company,employmenttype_jobstatus,jobdescription,jobid,joblocation_address,jobtitle,postdate,shift,site_name,skills,uniq_id
"https://www.dice.com/jobs/detail/.Net-Developer-Equis-Staffing-Santa-Clarita-CA-91350/10289726/683720?icid=sr58610-1954p&q=&l=California,%20Us,%20CALIFORNIA",Equis Staffing,C2H W2,"Responsibilities75% new development using various technologies on the Microsoft technology stack25% support for existing applications (legacy and other)Analyze and document technical specs for new systems or enhancementsDesign and code solutions using .NET frameworkWrite SQL queries using variables, temp tables, in-line functions, joins, aggregate functions, group by, order by, having, pivot, and cursors to extract and manipulate data from SQL Server or Oracle databasesCreate and alter all types of database objects in SQL Server and Oracle databasesEmploy sound database design principles and team coding standards in the design of databasesSpeak the language of business users as well as IT-speak and translate between the two realmsAnalyze, Design, Build, Test, and Deploy working code on time and to specification in a fast-paced environmentMaintain adherence to SOX data migration security and compliance requirements and be prepared to show evidence and validation stepsRequirementsMinimum 3 years programming experience in a .NET language (C# or VB)Minimum 5 years SQL development experienceUI/UX design experienceExperience programming and deploying code in a DEV/UAT/PROD environmentAbility to identify and mitigate problems that pose a risk to project timelinesProficiency with MVC, web services, Javascript, Bootstrap, and jQueryComfortable using current development paradigms such as C#, MVC & Bootstrap as well as previous paradigms such as c#/VB and ASP.NET or winformsDesire to learn and implement newer technologies such as Angular, Signal R, and whatever comes nextExperience with 3rd party control kit such as InfragisticsExpert level proficiency writing stored procedures from both SQL Server and Oracle database enginesProven ability to analyze, design, build, test, and deploy complex solutionsExcellent interpersonal and communication skillsAbility to coordinate multiple deliverables with different priorities and timelinesPosition may require up to 10% travelPosition requires candidate to work on-siteMust have a positive attitude and strong work ethicPreferencesPrevious HR or Payroll experienceReporting experience with SSRSPrevious experience with JIRA or Service Now",Dice Id : 10289726,"Santa Clarita, CA",.Net Developer,15 hours ago,Telecommuting not available|Travel required to 10%.,,"3+ years full stack Microsoft development experience including C#, ASP.Net and SQL Server",4501f2afe25efdaadb6a789d47f7c2fa
"https://www.dice.com/jobs/detail/Systems-Engineer-Spirent-Communications-Seattle-WA-98101/RTX19b502/3129?icid=sr58148-1939p&q=&l=California,%20Us,%20CALIFORNIA",Spirent Communications,Full Time,"Spirent is currently looking for an experienced Systems Engineer in the Seattle, WA area. This individual will be an integral member of Spirent's National AT&T sales team and work closely with all AT&T customers on the West Coast and other Industry experts. Spirent's sales team collaborates with our customers to ensure the deployment of the highest performing services. Spirent solutions allow service providers and equipment manufacturers to thoroughly evaluate device performance and network interoperability prior to deployment. Spirent solutions enhance these network conditions and add Quality of Experience for wireline, wireless, and satellite technologies.Provide direct pre-sales and post-sales support to AT&T.Establish strategic working relationships with assigned business units and under each business unit's technical and business needs.Work as part of the Spirent's Sales team to tailor Spirent product presentations and provide technical support to clients' as required to help obtain sales objectives.Effectively work with internal/external teams to anticipate and qualify customer needs.Provide technical demonstrations and presentations to customers.Provide post-sales support and on-going customer training, as required.Work with Spirent Support and Engineering teams to help solve customer issues.Identify customer requirements and communicate these requirements/feature requests to Product Marketing.Requirements:5 years+ technical experience in Telecommunications / Data communications Industry.Self-motivated, working independently and willing to accept challenges.Strong verbal and written communication skills.Friendly, outgoing personality.Strong technical skills in networking, security, applications and/or protocol design is desired.Technology know-how: IP and Ethernet technologies, Data Center Ethernet, 100/40/10GigEth. L4-L7 technologies.Application level protocol knowledge (HTTP(s), FTP, DNS, TELNET, TCP/IP, Streaming Media)Security device knowledge (Firewall, load-balancing, IDS, IPS)Routing protocol knowledge, both IPv4 and IPv6 including RIP, BGP, OSPF, ISIS. MPLS Protocol knowledge: RSVP-TE, LDP.Programming Language experience in TCL/TK, C/C++, Java, Perl are a plus.Previous Technical Sales/Support/Marketing experience.Ability to travel throughout the West Coast (25%).Previous telecom/networking test equipment experience would be a plus (Spirent TestCenter, Avalanche, Mu Dynamics, SmartBits, Adtech, Ixia, Agilent, Shenick, BreakingPoint Systems).Network/Security certifications, including CCNA, CCIE, JNCIA and or CISSP are a plus.Not required but a plus:3G/4G Mobile Core troubleshooting expertise.4G: Understanding of what function an MME/SGW/PGW/PCRF/HSS/DRA provides.3G: Understanding of what function an RNC/SGSN/GGSN provides.Experience with Tier 1 Wireless Service Provider operational Networks.",Dice Id : RTX19b502,"Seattle, WA",Systems Engineer,4 days ago,Telecommuting not available|Travel not required,,"IP and Ethernet technologies, Data Center Ethernet, 100/40/10GigEth. L4-L7 technologies",dac98c43cfb29dd52760cd4204f14cc2
"https://www.dice.com/jobs/detail/Web-Developer-Apex-Systems%252C-Inc-Beachwood-OH-44122/apexsan/695029?icid=sr58168-1939p&q=&l=California,%20Us,%20CALIFORNIA","Apex Systems, Inc",Full Time,"Apex Systems is looking to hire a Microsoft Web Developer to join our team in Cleveland, OH!Title: Web DeveloperLocation: Beachwood, OHStart: September, 2016Duration: Direct Hire SUMMARY:Assists in supporting the overall web development needs of our team. The Web Developer supports the creation of various web based applications and .NET applications through the use of SQL databases. Uses .Net and SQL to develop, maintain and enhance databases and applications for internal purposes and customer reporting.Works in a team of software, business analysts and database developers responsible for delivery of dashboards and database/web based applications. Responsible for the administration of existing databases and the analysis, design, and creation of new databases. Performs data modeling and database optimization. Understands and implements schemas. Interprets and writes complex SQL queries and stored procedures. Proactively monitors systems for optimum performance and capacity constraints. Applies development skills to complete tasks. Work will include database schema design, extensive T-SQL development, integration testing and other work that may be necessary to help the team achieve their goals. Performs support, development and administrative activities as required. This will include periodic pager duty to support department 7x24x365 applications. Other duties as assigned.Please contact Giuliana Barnes at gbarnes@apexsystemsinc.com with a current resume attached.EDUCATION: Bachelor's Degree in Computer Sciences or related field. Additional MS SQL experience may offset the degree requirement. Master's degree preferred. COMPLEXITY OF WORK: A solid understanding of SQL and .NET computing environment concepts. Excellent knowledge of current technology and project management skills. REQUIRED EXPERIENCE: Three years MS SQL Server database experience required. Two years C# and/or asp.NET experience preferred. Programming experience with emphasis on designing complex t-SQL that scale well and are optimized for use in a high volume environment preferred. Experience in the physical and logical design of database architecture preferred. Diverse technology background required. Excellent verbal and written communication skills, strong organizational and analytical skills required.EEO EmployerApex Systems LLC, a division of On Assignment, is an IT staffing and services firm specializing in providing IT professionals for contract, contract-to-hire, and direct placements. Apex also offers recruitment solutions for other select professional skills and workforce needs. On Assignment divisions include: Oxford Global Resources (IT and Engineering), CyberCoders, Valesta Clinical Research Solutions, and Lab Support US, UK, The Netherlands and Belgium.Apex Systems LLC is an Equal Employment Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.        EEO EmployerApex Systems LLC is an Equal Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 866-612-2739.",Dice Id : apexsan,"Beachwood, OH",Web Developer,4 days ago,Telecommuting not available|Travel not required,,Web Developer,93b6c9ba0845cc9e41916f5eff2f4efa
"https://www.dice.com/jobs/detail/Systems-Engineer-ZoeTech-Staffing-LLC-Aurora-CO-80014/90784366/462481?icid=sr58408-1947p&q=&l=California,%20Us,%20CALIFORNIA",ZoeTech Staffing LLC,"Contract Corp-To-Corp, Contract Independent, Contract W2, 6-12+ months"," “US citizens and those authorized to work in the US are encouraged to apply.  We are unable to sponsor H1b candidates at this time and can only staff with a person working directly for our company"".Candidate must be able to obtain a clearance. Must be willing to work in the Aurora area for the duration of the project. No remote work.Role is for a Satellite Ground System Engineer. Contributes to a team of systems engineers in accomplishment of engineering tasks in an iterative development environment. Provides technical direction and clarification of requirements to software development teams, and test personnel.  Performs system engineering analyses including trade studies, use case development, requirements definition and derivation, interface definition, and requirement validation and verification. Supports definition of operations concepts and procedure planning / development, interfacing with personnel from other organizations. Attends technical interchange meetings with the team members and other program personnel, and represents the organization in matters pertaining to the development of his/her project.  Provides status on assigned Integrated Master Schedule (IMS) tasks.  Provides document review and resolves technical systems engineering and integration issues.  Supports ECP efforts as required.  Must have the ability to manage time and resources in order to meet assigned deadlines.Required Skills:·    4 years engineering experience ·    Systems engineering experience on a large Government software development contract·    Familiarity with the software development life cycle on government programs ·    Significant experience in at least one of the following system engineering areas architecture development, operations concept development, functional analysis, interface definition, and verification & validation for Satellite Ground Systems ·    Enthusiastic & energetic performer able to work in a dynamic, fast-paced, & high visibility environment·    Self-motivated and capable of performing tasks with minimal oversight·    Team player incorporating a team based success philosophy·    Contribute to the completion of program & project milestones under the specific guidance of his/her immediate supervisor Possess excellent oral and written communication skills and sound problem solving skills.Desired Skills:·    Experience with any of the following Satellite Ground System elements: ·    Command and Control·    Planning  and scheduling·    Orbital Mechanics·    Development or operations environment Experience with systems integration verification and validation",Dice Id : 90784366,"Aurora, CO",Systems Engineer,4 days ago,Telecommuting not available|Travel not required,,Candidate must be able to obtain a clearance. Must be willing to work in the Aurora area for the duration of the project. No remote work.,36a409c0e750175d5d02f79fe7d70acc
"https://www.dice.com/jobs/detail/Technical-Writer-Addastaff-Redwood-City-CA-94063/10205797/8077462?icid=sr58543-1952p&q=&l=California,%20Us,%20CALIFORNIA",Addastaff,"Contract Corp-To-Corp, Contract W2","Title: Location:  Redwood City, CA Type: ContractPosition OverviewThe Technical Writer will work with the Compliance team writing policies and procedures for compliance with technology standards (ISO 27001, NIST 800-53, etc.)Additional responsibilities include: writing external facing white papers for security including encryption and business continuity, developing process narratives for clients, and perform technical writing duties in association with architecture and operational documents produced by the team. Responsibilities Organize materials and complete writing assignments for setting standards regarding order, clarity, conciseness, style, and terminologyMaintain records and files of work and revisionsPlan, write, edit, proofreads, and coordinate the production of various documents, diagrams, and process flowsPlan formats of documents, organize content, edit text and graphics, and prepare instructions for reproduction.Responsibility will also include finalizing documents by incorporating comments and overseeing production cycleWrite technical documentation for consumption by internal and external audienceInterview engineers and ask the appropriate questions in order to understand the architecture and functioning of each systemCommunicate clearly in written and verbal formCommunicate effectively with visual block diagrams, process flows, data/system architecturesBuild relationships with technical and audit teamsCollaborate successfully within the audit team and across the company QualificationsBachelor’s degree in English, Communications, IT or related field5+ years of experience in a Technical Writer role involved in writing, editing and compiling a broad range of IT related documentation3+ years' of technical writing in preparation of procedural documentation5+ years’ experience in developing qualification documents, proposals, and/or customer presentationsExperience writing security related white papers and policies/proceduresExperience with ISO 27001 and NIST 800-53 a huge plus, but not requiredCloud experience is not required, but a major plusDistill technical notes and discussions into documentation, procedures and instructionsInformation Technology background preferable, but not requiredAbility to collaborate and build/maintain solid working relationships with peers internal and external to the organizationStrong troubleshooting, analysis and consultative user support skillsStrong communications skills, including experience in writing and reviewing technical documentation",Dice Id : 10205797,"Redwood City, CA",Technical Writer,4 days ago,Telecommuting not available|Travel not required,,"compliance, ISO 27001, process documentation, flow charts, working with IT",68127937a37289a695e66551912b933f
"https://www.dice.com/jobs/detail/Project-Manager-Synectics-for-Management-Decisions%252C-Inc.-Washington-DC-20010/RTX15ed3d/723571?icid=sr58515-1951p&q=&l=California,%20Us,%20CALIFORNIA","Synectics for Management Decisions, Inc.",Full Time,"Project ManagerPlans and coordinates all aspects of technical projects from initiation through delivery. Manages project initiation activities that include identifying client needs and goals, existing situation, necessary contacts, and access to existing information as needed. Ensures requirements for internal technology projects align to operational standards. Develop alternate requirements or document exceptions as appropriate. Ensuring the appropriate and effective project management practices are established and followed e.g., project initiation, scope, (including change control), time(schedule), cost (budget), quality, human resources, communications (including escalation), status reporting, risk and issue management processes. Develops, defines and executes, and maintains project plans, project scope, schedules, budgets and deliverables. Identifies needed resources for projects, defines and assigns major project roles. Coordinates activities and tasks among project team members, other internal departments and client or vendor/subcontractor organizations as needed to meet project goals and ensure project completion is on schedule, within budget constraints, and of the appropriate quality standards for the project scope. Assigns and monitors work of project team, providing technical and analytical support and direction. Assists with problem resolution or risk mitigation as needed. POSITION REQUIREMENTS         REQUIREMENTS A Bachelor's degree in Computer Science, MIS, Business Administration or other related discipline; or equivalent combination of education and experience that is required for the specific job level.  A strong technical background is required to manage technical projects and handle competing interests. Must be in active pursuit of Project Management Professional (PMP) certification or have the equivalent level of education and experience for the job level.   GENERAL KNOWLEDGE, SKILLS AND ABILITIES: Extensive knowledge of project management standards, processes, procedures and guidelinesExperience overseeing teams that provide IT Governance Support, business analysis to include BPR, CONOPs development, solutions architecture, baseline management, and business modeling Knowledge of the industry project management best practices (i.e., Project Management Body of Knowledge - PMBOK) Knowledge of various types of IT project methodologies and life cycles (e.g., conversions, incremental, rapid delivery, classic or traditional waterfall) and the correct project application CPIC and financial management experienceSDLC Experience Knowledge of company's products and services Advanced skill in the use of project management software to manage projects (e.g., MS Project / Project Server and scheduling and controlling processes, such as earned value, SharePoint - project repository, including risk, issues and action items, Metrics and Control.) Demonstrated skill in managing project budgets and timelines Skill in the use of negotiation techniques to reach agreement when there are widely-differing viewpoints Excellent analysis, problem-solving, team, conflict management and time management skills Excellent verbal and written communication skills Ability to interact effectively with executive level clients Ability to set clear expectations, manage team performance and build high morale among team members Ability to maintain confidentiality and carry out assignments that are sensitive in nature",Dice Id : RTX15ed3d,"Washington, DC",Project Manager,4 days ago,Telecommuting not available|Travel not required,,"pmp, pmbok, agile, scrum, cpic, MIS, CIS,",8768f23ab7673dc8f39c71e1b9b4dd45
"https://www.dice.com/jobs/detail/Business-Analyst-TEK-HeadQuarters-Garden-Grove-CA-92840/90887113/MTH459?icid=sr58512-1951p&q=&l=California,%20Us,%20CALIFORNIA",TEK HeadQuarters,Full Time,"Business System Analyst Full TimeGarden Grove, CAThis position is for a highly experienced business systems analyst that can:Demonstrate expertise in BSA job techniques and best practices.Lead, mentor and train a BSA team on formal requirement specification deliverables and processes.Gather, clarify and document requirements for moderate to large software development projects.Demonstrate multiple experiences writing detailed functional and technical specifications, including business requirementsActively work with customers to analyze business needs, facilitate requirements gathering meetings and document outcomes.Perform As-Is business process analysis and develop To-Be processes.Provide structured work estimates for analysis activities.Closely interact with architects and developers throughout analysis, implementation and testing.Support software testers in test planning and execution.Perform technical consulting and user training when necessary.Plan and facilitate User Acceptance Testing.Troubleshoot application issues and propose resolutions.Understand IT processes, general SDLC principles and work within organizational guidelines.Microsoft VisioJiraScrum",Dice Id : 90887113,"Garden Grove, CA",Business Analyst,4 days ago,Telecommuting not available|Travel not required,,diagramming dataflow,da19c71c0d4494c5ec7ce9f93c0abcf0
"https://www.dice.com/jobs/detail/.NET-Developer-Evolution-Staffing-LLC-Atlantic-City-NJ-08401/10121171/acnet32?icid=sr57807-1927p&q=&l=California,%20Us,%20CALIFORNIA",Evolution Staffing LLC,"C2H W2, 6 months to fulltime","Evolution Staffing is looking for an Object-Oriented Developer for a contract to hire opportunity with our client located in Atlantic City, NJ.  We are looking for strong C# experience, ideally with some Java experience or willing to learn.  **Only local candidates will be considered.  All candidates will need to do an in-person interview**No sponsorshipRequired: - 3+ years of C#/Java experience- 5+ years of work experience as a programmer- HTML/CSS/JavaScript experience - Strong communication skills For consideration, send a resume to kevin@evolutionstaffing.com  ",Dice Id : 10121171,"Atlantic City, NJ",.NET Developer,3 days ago,Telecommuting not available|Travel not required,,C#,c50ec1da8120e2a6c6ae32e62064dffb
"https://www.dice.com/jobs/detail/business-analyst-United-Software-Group-Chicago-IL-60601/10204540/724031?icid=sr57742-1925p&q=&l=California,%20Us,%20CALIFORNIA",United Software Group,Full Time,"Position: BA with Life Insurance Domain expertiseLocation: Chicago, ILType :Full time IT & SDLC experience with strong BA experience. Life Insurance Domain expertise. Good understanding of the Insurance Business and processes like Enrollment, Case setup etc. Certification in the Insurance Domain an added advantage.. Should have experience of working in Integration projects, with understanding of SOA architecture and its nuances. Good knowledge of SQL or PL-SQL and Understanding of data & information Knowledge of Testing and its tools.  Thanks Suman KumarUnited Software Group Inc. 565 Metro Place South. Suite # 110 Dublin, OH 43017 Phone: 614-588-8482Fax: 1-866-764-1148  USG is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability, military status, national origin or any other characteristic protected under federal, state, or applicable local law.To unsubscribe from this mailing, please reply to this email with the word UNSUBSCRIBE in the subject line, or click here. Responsibility:- High level assessment of business functions, data flows and technology implementation Analysis of insurance processes for all business units Preparing Functional Specifications Identification of business needs & documentation of business use cases Active participation in weekly customer meetings for discussions and requirement gathering Active participation in weekly internal meetings for discussions and updates.",Dice Id : 10204540,"Chicago, IL",business analyst,3 days ago,Telecommuting not available|Travel not required,,looking for resource... Business Analyst,c90c4622fcc51bd60fdd60736ca6dee3
"https://www.dice.com/jobs/detail/Java-Developer-The-Latitude-Group-Minneapolis-MN-55435/10320682/640062?icid=sr58379-1946p&q=&l=California,%20Us,%20CALIFORNIA",The Latitude Group,Full Time,"Calling all Java Developers! Our client is building a team to help them create cutting edge, customer facing apps. They’re moving to Java 8 (from Groovy) and they need senior developers with an ability to work in a full-stack environment. Ideally you’ll have experience with js libraries like Angular or EXTjs, have worked with AWS and build tools like Maven or Gradel. If you haven’t worked with Java 8 or Groovy but have a firm understanding of how to build OO applications in Java- let’s talk. This team is looking for a Sr. Developer, a Java Lead and an Architect. Direct Hire only. Immediate Southwest metro. Let’s connect!",Dice Id : 10320682,"Minneapolis, MN",Java Developer,4 days ago,Telecommuting not available|Travel not required,,"Java, Java 8, developer, full stack, Angular, Groovy",2733639a1b9b310fab6d181edc5f22cf
"https://www.dice.com/jobs/detail/Network-Engineer-Hearst-Magazines-New-York-NY-10019/RTX15f5c8/723530?icid=sr58582-1953p&q=&l=California,%20Us,%20CALIFORNIA",Hearst Magazines,Full Time,"The Networking team within the Hearst Corporation offers an exciting opportunity to take part in transforming the IT landscape for this global media company.  At the center of this transformation, the Hearst Enterprise Technology networking team is involved in every project, from significant Cloud engineering to the latest Cisco Data Center and WAN technologies. With a strong emphasis on customer service and team work, the Network Engineer in this role will display excellent logical thinking and troubleshooting skills while working to resolve incidents assigned to the Network team and as part of an on call rotation.  Through project assignments, the network engineer will work as part of a larger team including project managers and business representatives to design, install, and support LAN, WAN and VoIP infrastructures across the Enterprise at a world class level.  Closely following operational procedures, the Network Engineer will create and maintain network documentation, hardware and software standards. The Network Engineer will design, create, and maintain QoS standards across the WAN to ensure proper end-to-end delivery of all VoIP and Video packets, as well as other business data ResponsibilitiesEstablish network environment by designing system configuration; directing system installation, defining, documenting and enforcing system standards.Maximizes network performance by monitoring performance; troubleshooting network problems and outages; scheduling upgrades; collaborating with network architects on network optimization.Secures network system by establishing and enforcing policies; defining and monitoring access.Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks in professional organizations.Accomplishes information systems and organization mission by completing related results as needed.Reports network operational status by gathering and prioritizing information.Manage service desk tickets for network groupsSome  travel for network related projects Requirements:Bachelor’s degree in Computer Science or Information Technology and /or Cisco Certification-CCNP or higher.5+ Years minimum experience in a similar position or the ability to display equivalent core experience.LAN knowledge, Proxy servers, network knowledge, network design and implementation, network troubleshooting, network hardware configuration, network performance tuning. Technologies:Cisco IOS, Checkpoint software, Unix/Linux, QoS, VoIP, Load balancing ",Dice Id : RTX15f5c8,"New York, NY",Network Engineer,4 days ago,Telecommuting not available|Travel not required,,CCNP certification,fb718e14b85c0900776188ba83c0fd25
"https://www.dice.com/jobs/detail/Data-Analyst-Alltech-Consulting-Services%252C-Inc.-New-York-NY-10005/10114281/720876?icid=sr59282-1977p&q=&l=California,%20Us,%20CALIFORNIA","Alltech Consulting Services, Inc.",Contract W2,"The Market Risk Team develops software to measure and monitor market risk and capital for the firm's global portfolio. We are responsible to calculate the market risk of the firm. Based on the daily positional data, we run simulations to predict the amount of money the firm might potentially lose over different time horizons. Our clients include senior management, risk monitors, Market Risk research and traders.? Responsibilities of the position comprise of design and implementation of distributed risk engines and services in a multi-tiered data-centric environment in Java utilizing XML and DB2. Daily tasks will include design, develop and support scalable and highly parallelized applications and services on a Linux based distributed architecture processing large data volumes. The ideal candidate will have exposure to building well-architected, distributed, scalable solutions and a strong knowledge of Linux. Experience with large relational databases and a good grasp of SQL/SP is necessary. The candidate will also be proficient in scripting to organize/analyze large data sets We are looking to expand our team with a smart and highly motivated team player. The Market Risk team is responsible to build highly scalable and computationally intensive systems dealing with large volumes of data. The ideal candidate will be capable of collaborating with people around the world. The candidate would be a self-starter and motivated to explore ideas to come up with innovative solutions in a fast paced environment.  ",Dice Id : 10114281,"New York, NY",Data Analyst,4 days ago,Telecommuting not available|Travel not required,,"SQL/SP, Linux,Java, XML, DB2",f8d424635c315b561946f2dea5026e0c
"https://www.dice.com/jobs/detail/.Net-developer-Data-Resource-Technologies-Atlanta-GA-30342/10124769/atlcbdev?icid=sr59207-1974p&q=&l=California,%20Us,%20CALIFORNIA",Data Resource Technologies,"Contract W2, C2H W2, 6 Months to hire","As an individual contributor or part of a development team, participates in the development of unique integrated systems, including consultation on development of functional specifications, developing and designing interfaces between applications components and diagrams detailed workflow charts and writes documentation to describe the integrated system’s design.Identifies and implements solutions to client’s operating problems.Atlanta, GACincinnati, OH As an individual contributor or part of a development team, participates in the development of unique integrated systems, including consultation on development of functional specifications, developing and designing interfaces between applications components and diagrams detailed workflow charts and writes documentation to describe the integrated system’s design.Identifies and implements solutions to client’s operating problems.1. Participates in the development of unique integrated systems. Performs development activities. Tests each system to detect syntax or logic errors and makes modifications to increase operating efficiency.2. Develops and designs interfaces between applications components and diagrams detailed workflow charts to illustrate the sequence of steps that the program must follow.3. Consults with Supervisor, Project Managers, colleagues and Clients early in the requirements definitions phase to determine functional specifications for unique systems. Provides information to ensure that all parties have a complete understanding of the application and resolves questions of program content, data input and data output requirements.4. Conducts load tests to ensure stability and reliability in developed applications and then writes documentation to describe the integrated system’s design Assists Project Managers and Client Service Representatives with solving client's operating problems. Recreates steps taken by user to locate source of problem. Develops and implements a corrective action plan.5. May provide weekly detailed development status reports, perform change orders, embed quality assurance techniques in daily activities, and participate in code reviews/walk-throughs to ensure standards are followed.Strong .Net development skills and experience. Understanding of SQL Server stored procedures. No sponsorship. Expertise in using MVC framework.Knowledge of BizTalk would be a plus.NO THIRD PARTIES, NO SUB-CONTRACTORS, NO CORP to CORP Data Resource Technologies Inc. is an Information Technology Staffing Firm serving the markets of the United States of America; the greatest country in the world. We work with Direct Clients Only and do not participate in multi layer contracts. Earn The Most Possible and put over 60 years of Information Technology Industry experience to work for you today, Call or Apply NOW!!! ",Dice Id : 10124769,"Atlanta, GA",.Net developer,4 days ago,Telecommuting not available|Travel not required,,"Strong .Net development skills and experience. MVC framework. Understanding of SQL Server, BizTalk would be a plus",2a5bbf3bc94a334c11a74c0671e10e1f
"https://www.dice.com/jobs/detail/DevOps-Engineer-JMD-Partners-New-York-NY-10017/10225460/384071?icid=sr58710-1957p&q=&l=California,%20Us,%20CALIFORNIA",JMD Partners,"Full Time, Full Time Permanent","E-Commerce SaaS Startup located in Midtown Manhattan Is Actively Looking for a DevOps Engineer.  You would be the first DevOps Engineer for the company which now consists of about 50 full time staff, but is growing VERY rapidly. As our first DevOps Engineer you will be working on scaling and automating our platform to support our ever-growing client roster of some of the largest retailers in the world!  Currently we push out code manually once per week; we want to deploy multiple times/day but presently cannot due to the overhead of testing and a developer actually having to push to production. As our first DevOps Engineer you'll have the autonomy to use the technologies and tools of your choice to build out our continuous delivery, monitoring, and automated testing systems from scratch, helping us better our craft each day!Desired Skills and Experience3+ Years Experience with Continuous Integration / Deployment2+ Years Experience with Automation Scripting1+ Years Experinece with Configuration Management Any Experience in Virtualization or Cloud Infrastructure is a PLUSPython is a PLUSMongoDB is a PLUSPrevious Startup Experinece in a PLUS",Dice Id : 10225460,"New York, NY",DevOps Engineer,4 days ago,Telecommuting not available|Travel not required,,DevOps,91259a46fd74e6d4176f554cb47cf247
"https://www.dice.com/jobs/detail/Business-Analyst-Evolutyz-Corp-Dallas-TX-75201/10443934/17316?icid=sr58982-1967p&q=&l=California,%20Us,%20CALIFORNIA",Evolutyz Corp,"Contract W2, 18 Months","This BA will be working in Product Solutions under loyalty and customer communication – focused in customer communications. This is a new and emerging space. They were originally focused on push notifications to mobile, but are focusing more in the email space. This BA will be shaping requirements, working with business customers, and putting together what the email product will be in the future. We do have a current PO and have had pre planning discussion with them and the business. What we are lacking is a very strong BA. We work in Agile – so have a PO, Scrum Master and team of developers and testers. We have a junior BA currently, but need someone who can drive requirements and work closely with business customers. They will work closely to translate requirements for developers.We are looking for a driving – grooming session, review back log in Jira, being very proactive and determining that out puts are truly meeting what the business needs are. 5 years of experience as a BA is the minimum years of experience. Some PM experience is a plus – but please keep in mind this is a BA role, so we are not looking for a PM – just someone who is comfortable driving processes. E-mail experience is a plus, but not required. Jira is not required, but is HIGHLY preferred. XML Schemes – this is a plus as well. We are really looking for a driver, that is the key to this role. We need someone who is highly organized. This role is helping the Global Services and Southwest Airlines develop services for their Loyalty and Customer Communications Services. This role will be as a Sr. Business Analyst on a team of onshore and offshore developers working on different product lines on middleware services. The products are work packages from different customers including Marketing, Lonestar, Southwest.com, and third party vendor Amadeus. Duties: • Documenting the project scope user stories • Planning the release • Developing the user stories and acceptance criteria • Ensuring your team understands what is require to successfully meet business goals • Supporting production releases • Coordinating with the development team on requirements • Creating XML Schemes Experience: • 5+ years of experience as a Business Analyst in a fast-paced web development environment (Java Environment preferred) • 5+ years of experience working within an Agile/ Scrum Environment as a BA • Demonstrated ability to remove roadblocks and solve problems • Regularly interface with business leaders and other application development teams • 3+ years working in a middleware application environment • 1+ year working in the code and understanding webservices Skills: • Eliciting requirements and score using interviews, shadowing, document review, surveys and other techniques • Highly skilled at quickly breaking down and understanding ambiguous requirements • Highly skilled at identifying gaps and dependencies with requirements • Highly polished and professional communication (verbal/ presentation/ written) appropriately tailored to the audience ( team, Leadership, business) • Document vision &scope, managing requirement changes throughout the project • Express requirements using USER Stories, Business Rules, Story Boarding, Personas, ORD, Process Flow Diagrams, Etc. • Building product backlogs • Estimating the level of effort required for projects, features and individual stories work items • Understanding high-level architecture and discussing rationale for potential changes • Working in an open environment • Experience with Jira/ Confluence/ Dash RegardsAnju469-606-5298anju@evolutyz.com",Dice Id : 10443934,"Dallas, TX",Business Analyst,4 days ago,Telecommuting not available|Travel not required,,Sr Business Analyst,cde504db3c911b6bf3e2527b89c80f81
"https://www.dice.com/jobs/detail/Network-Engineer-Lenmar-Consulting-Parsippany-NJ-07054/10116775/370898?icid=sr59231-1975p&q=&l=California,%20Us,%20CALIFORNIA",Lenmar Consulting,Full Time,"Our client is seeking the following full timeQuick update on below regarding shifts.The candidate needs to be available/willing to participate in on-call rotations...they would be on-call for 1 week at a time, usually once every 2 months.The candidate needs to be flexible with a start time anywhere between 7am 12pm for a 9 hour workday (ie. if they come in early at 7am, they would leave at 4pm). There is no pre-determined shift at this point so will need flexibility from candidates.Location: Parsippany, NJ Requirements 4-8 years of focused experience in networking, Financial Services industry experience is advantageous Experience in creating configuration and performing changes on various network and security platforms and troubleshooting issues to determine root cause Experience working with the following technologies: o Routing and Switching: Cisco o Load Balancing F5 (not required but preferred) o Routing Protocols and ability to resolve routing issues: EIGRP, BGP, OSPF o Security technologies: VPN, Checkpoint is desirable Candidate should be passionate, motivated and willing to take initiative 201-946-1777 1440 Plaza 5 Jersey City,  NJ 07311mpassner@lenmarit.com",Dice Id : 10116775,"Parsippany, NJ",Network Engineer,15 hours ago,Telecommuting not available|Travel not required,,Network engineer,943fe727017f531382d8fbd81984f323
